year,month,day,31N,32N,33N,34N,35N,36N,37N,38N,39N,40N,41N,42N,43N,44N,45N,46N,47N
2007,6,13,-0.183,0.207,0.167,0.25,0.631,0.85,2.093,1.886,3.786,2.641,-0.082,0.115,-0.356,-0.644,-0.431,-0.101,0.021
2007,6,14,-0.125,0.15,0.026,0.311,0.818,1.547,2.927,3.289,5.335,4.176,1.56,1.78,0.695,-0.078,-0.183,-0.069,0.048
2007,6,15,-0.011,0.115,0.037,0.046,0.632,0.893,2.341,2.831,4.744,3.875,1.646,2.045,1.321,0.578,0.356,0.28,0.336
2007,6,16,0.191,0.233,0.122,0.34,1.123,1.18,1.728,1.754,4.606,5.3,3.248,4.357,2.704,1.318,0.858,0.474,0.408
2007,6,17,0.543,0.46,0.329,0.911,1.434,1.306,1.911,2.25,4.228,4.875,2.682,3.227,2.149,1.108,0.728,0.353,0.389
2007,6,18,0.559,0.56,0.121,0.488,0.57,0.293,0.54,0.885,2.275,4.475,2.877,3.366,2.467,1.489,0.875,0.403,0.397
2007,6,19,0.667,0.698,0.238,0.123,0.156,-0.38,-0.292,-0.205,0.391,1.979,0.976,0.122,0.796,0.38,0.169,0.015,0.023
2007,6,20,0.932,0.93,0.549,0.466,0.597,0.128,0.021,0.117,0.273,0.724,0.36,-0.605,-0.212,-0.156,-0.402,-0.155,-0.013
2007,6,21,0.9,0.83,0.626,1.221,1.756,2.069,0.896,1.038,1.248,1.177,0.165,-0.342,-0.01,-0.027,-0.021,0.173,0.083
2007,6,22,0.327,0.473,0.306,1.566,2.433,2.706,1.361,1.32,1.997,1.933,0.27,-0.092,0.028,-0.076,-0.305,-0.066,0.053
2007,6,23,-0.277,0.103,0.161,1.453,2.928,3.178,2.815,2.438,3.433,2.911,0.671,0.561,0.275,0.105,-0.023,-0.096,-0.179
2007,6,24,-0.261,0.172,0.299,1.566,2.949,2.574,2.572,1.324,2.096,1.7,-0.419,-0.062,0.072,0.105,0.025,0.024,0.02
2007,6,25,0.201,0.538,0.622,1.307,2.043,1.346,1.997,0.869,2.452,3.505,1.494,2.556,1.678,1.087,0.875,0.615,0.489
2007,6,26,0.539,0.688,0.534,0.836,0.893,0.352,1.105,-0.468,1.321,2.645,0.571,0.818,0.599,0.33,0.369,0.39,0.35
2007,6,27,0.839,0.856,0.751,1.098,1.042,0.82,0.469,-0.624,0.494,0.942,0.24,-0.122,-0.379,-0.325,-0.466,-0.122,-0.036
2007,6,28,0.549,0.647,0.606,1.381,1.471,1.308,0.339,-0.61,0.196,0.253,-0.061,0.134,-0.507,-0.528,-0.487,-0.208,-0.193
2007,6,29,0.371,0.528,0.663,1.613,1.418,1.062,0.065,-0.631,0.015,0.42,0.206,0.633,-0.092,-0.138,-0.417,-0.168,-0.29
2007,6,30,0.669,0.734,1.006,2.127,2.142,2.425,1.035,0.272,0.587,0.666,0.025,0.448,0.088,0.14,0.015,0.18,0.121
2007,7,1,0.793,0.914,1.213,2.21,2.047,2.234,0.781,-0.259,0.384,0.548,-0.097,0.447,-0.015,0.095,0.04,0.223,0.172
2007,7,2,0.283,0.57,0.787,1.666,1.817,1.464,0.401,-0.773,-0.134,-0.072,-0.282,0.358,-0.056,-0.039,-0.151,0.076,0.092
2007,7,3,-0.244,0.052,0.294,0.856,1.684,1.103,0.873,-0.03,0.5,0.614,-0.301,0.267,-0.039,0.117,-0.03,0.163,0.112
2007,7,4,-0.304,-0.014,-0.071,0.323,1.334,0.686,1.561,0.74,2.322,2.855,1.279,2.55,1.519,1.099,0.812,0.591,0.443
2007,7,5,-0.147,0.058,-0.019,-0.235,0.304,-0.592,1.283,0.735,2.821,4.031,2.527,4.161,2.25,1.673,1.681,1.401,1.121
2007,7,6,0.016,0.28,0.153,-0.278,-0.067,-0.567,1.05,1.52,3.862,5.682,4.701,5.334,2.744,1.425,1.409,0.94,0.904
2007,7,7,0.091,0.307,0.293,0.238,0.549,0.815,1.283,2.062,4.111,5.918,5.615,5.428,3.098,1.634,1.46,0.9,0.732
2007,7,8,0.345,0.268,0.222,0.57,0.712,0.759,0.565,1.195,2.854,5.102,5.815,4.71,3.126,1.659,1.499,0.865,0.585
2007,7,9,0.239,0.166,0.108,-0.086,-0.016,-0.046,-0.216,-0.094,0.143,1.555,2.662,1.44,2.343,1.729,2.062,1.365,1.053
2007,7,10,0.269,0.111,-0.012,-0.431,-0.265,-0.566,-0.482,-0.476,-0.514,-0.33,-0.122,-0.603,-0.114,-0.218,0.407,0.403,0.529
2007,7,11,0.867,0.498,0.206,-0.158,-0.161,-0.196,-0.475,-0.146,-0.293,-0.076,-0.113,-0.294,-0.451,-0.337,-0.174,-0.132,-0.123
2007,7,12,1.648,1.222,0.815,0.76,0.225,-0.091,-0.391,-0.348,-0.39,-0.579,-0.08,-0.618,-0.564,-0.533,-0.514,-0.4,-0.173
2007,7,13,1.375,1.237,1.043,0.998,0.455,0.435,-0.365,-0.232,-0.029,-0.184,-0.218,-0.334,-0.111,-0.037,0.148,-0.061,-0.02
2007,7,14,0.597,0.647,0.734,0.87,0.823,1.344,0.094,-0.036,0.222,-0.017,-0.432,-0.296,-0.118,0.048,0.225,0.188,0.178
2007,7,15,0.306,0.414,0.423,0.682,1.176,1.729,0.485,0.11,0.391,0.114,-0.097,0.036,-0.197,-0.163,-0.12,-0.055,0.109
2007,7,16,0.646,0.644,0.302,0.864,0.801,0.936,0.733,0.382,1,0.558,0.373,0.137,-0.002,-0.248,-0.144,-0.192,-0.039
2007,7,17,1.19,1.151,1.184,1.589,0.489,0.077,0.062,-0.591,-0.399,-0.628,-0.399,-0.35,-0.507,-0.423,-0.237,-0.176,-0.058
2007,7,18,1.569,1.465,1.684,1.914,0.783,0.234,0.565,-0.082,0.269,0.212,0.252,0.299,-0.215,-0.223,-0.047,-0.156,0.032
2007,7,19,1.567,1.457,1.548,2.049,1.169,0.963,0.38,-0.413,-0.516,-0.621,-0.892,-0.184,-0.625,-0.559,-0.498,-0.388,-0.304
2007,7,20,0.509,0.657,0.619,1.101,0.663,1.071,0.208,0.078,0.885,0.83,0.728,0.716,-0.484,-0.455,-0.71,-0.57,-0.659
2007,7,21,-0.399,0.123,0.132,0.385,0.809,1.153,0.5,0.179,0.842,0.842,0.064,0.369,-0.598,-0.606,-0.595,-0.418,-0.513
2007,7,22,-0.33,0.104,0.048,0.542,1.715,1.31,0.808,-0.243,-0.091,-0,-0.42,0.258,-0.606,-0.566,-0.676,-0.554,-0.661
2007,7,23,-0.219,0.152,0.062,0.796,2.011,1.981,1.344,0.797,1.096,0.741,0.093,-0.045,-0.364,-0.212,-0.017,0.117,-0.097
2007,7,24,-0.1,-0.079,0.033,0.311,0.777,1.656,1.516,2.114,3.67,4.294,3.604,4.713,2.386,1.341,0.983,0.684,0.532
2007,7,25,-0.003,0.046,-0.032,0.049,0.423,0.711,1.153,0.659,2.286,3.147,2.591,4.008,2.248,1.351,1.308,1.012,0.764
2007,7,26,0.245,0.224,0.068,0.215,0.08,0.28,0.876,0.39,1.784,1.799,0.811,1.86,0.813,0.356,0.445,0.349,0.298
2007,7,27,0.257,0.269,0.142,0.555,0.102,0.925,1.025,0.915,2.831,2.967,2.037,2.327,1.391,0.508,0.385,0.216,0.045
2007,7,28,0.223,0.21,0.091,0.281,-0.576,0.565,1.069,0.983,1.9,2.218,0.68,1.723,1.245,0.627,0.261,-0.009,-0.05
2007,7,29,0.365,0.409,0.228,0.557,0.243,1.075,1.607,1.364,2.278,2.66,1.602,2.862,2.107,1.149,0.984,0.597,0.347
2007,7,30,0.292,0.34,0.148,0.415,0.438,0.94,1.984,1.572,3.764,4.584,3.351,5.262,3.366,2.003,1.828,1.31,0.941
2007,7,31,0.143,0.13,-0.124,0.049,0.279,0.024,1.615,0.846,3.201,3.926,3.284,4.121,2.673,1.111,1.375,0.679,0.67
2007,8,1,-0.052,0.098,-0.173,-0.018,-0.234,-1.368,-0.171,-0.948,0.776,2.373,2.885,3.898,2.404,1.002,1.602,0.774,0.702
2007,8,2,0.011,0.3,0.032,-0.129,-0.244,-0.929,-0.051,0.045,1.711,2.919,4.366,3.816,3.253,1.311,1.796,1.056,0.819
2007,8,3,0.052,0.302,0.12,0.258,0.483,0.197,0.721,1.215,2.531,2.456,2.09,1.368,2.035,0.689,0.821,0.503,0.455
2007,8,4,-0.152,0.106,-0.031,0.082,0.3,0.831,1.085,1.526,1.709,1.272,-0.013,0.065,0.65,0.044,0.501,0.47,0.473
2007,8,5,-0.109,-0.048,0.011,0.735,0.607,0.979,1.42,1.258,1.813,1.822,1.128,1.355,1.346,0.277,0.411,0.286,0.155
2007,8,6,0.393,0.297,0.239,1.016,0.592,0.348,0.429,-0.194,-0.022,-0.016,0.102,-0.26,0.498,-0.262,-0.06,-0.227,0.039
2007,8,7,1.103,0.833,0.751,1.203,0.917,0.653,0.585,0.119,0.178,-0.274,0.337,-0.22,0.797,0.408,0.389,0.178,0.13
2007,8,8,1.552,1.101,0.918,1.068,0.678,0.62,0.228,-0.126,0.203,0.317,0.808,0.891,1.492,0.721,0.752,0.542,0.4
2007,8,9,1.233,0.862,0.796,1.412,0.595,0.695,1.039,0.465,1.655,1.926,1.784,2.258,1.949,0.934,0.542,0.292,-0.004
2007,8,10,0.452,0.403,0.305,0.767,0.619,0.878,2.012,1.753,2.425,1.988,1.195,1.562,1.334,0.591,0.717,0.538,0.373
2007,8,11,0.255,0.336,0.236,0.499,0.83,1.216,1.48,0.621,1.002,0.915,-0.34,-0.106,0.537,0.042,0.479,0.345,0.307
2007,8,12,0.214,0.368,0.259,0.502,0.861,0.621,1.284,0.099,1.118,0.968,0.138,-0.247,-0.172,-0.508,-0.423,-0.139,-0.045
2007,8,13,0.407,0.433,0.359,0.751,0.802,0.13,1.034,-0.292,0.173,-0.206,-0.071,-0.475,-0.154,-0.199,-0.134,0.037,0.055
2007,8,14,0.467,0.434,0.479,1.06,1.021,0.463,0.878,-0.16,0.506,0.218,0.577,0.529,0.519,0.249,0.25,0.361,0.272
2007,8,15,0.389,0.342,0.669,1.5,1.152,0.934,0.655,-0.307,0.542,-0.048,-0.081,-0.164,0.006,-0.028,-0.026,0.19,0.162
2007,8,16,0.465,0.427,0.738,2.138,2.192,2.231,1.482,0.619,1.359,0.279,-0.218,-0.506,-0.438,-0.34,-0.459,-0.201,-0.186
2007,8,17,0.009,0.231,0.473,2.166,2.74,2.809,1.941,0.571,1.333,0.44,0.234,-0.102,-0.045,-0.132,-0.373,-0.37,-0.286
2007,8,18,0.007,0.148,0.323,1.649,2.063,1.816,1.489,-0.285,0.698,0.166,-0.384,-0.138,-0.257,-0.18,-0.222,-0.104,-0.043
2007,8,19,-0.101,0.128,0.331,1.15,1.004,0.426,1,-0.643,-0.031,-0.039,-0.241,0.258,0.038,-0.021,-0.043,-0.026,-0.003
2007,8,20,-0.017,0.362,0.418,0.548,0.157,-0.757,0.25,-1.332,-0.925,-0.937,-0.978,-0.434,-0.386,-0.133,-0.122,-0.042,-0
2007,8,21,0.365,0.36,0.548,0.812,0.37,0.281,1.225,0.395,1.365,1.438,0.386,0.668,0.732,0.494,0.384,0.378,0.12
2007,8,22,0.425,0.39,0.436,0.823,0.482,1.12,2.944,3.247,4.946,4.372,1.726,2.096,0.992,0.42,0.124,0.197,0.077
2007,8,23,0.306,0.134,0.089,0.272,0.125,0.226,2.202,2.472,4.738,4.929,3.732,3.946,1.977,0.93,0.67,0.398,0.18
2007,8,24,0.183,0.228,0.006,-0.372,-0.379,-0.657,0.208,0.603,2.226,4.009,4.586,4.19,2.407,1.122,0.897,0.447,0.277
2007,8,25,0.435,0.463,0.311,0.03,0.071,-0.427,-0.044,0.387,1.47,2.698,5.111,3.466,2.833,1.491,1.132,0.594,0.539
2007,8,26,0.888,0.819,0.509,0.357,0.166,-0.103,0.145,0.757,3.176,4.257,4.719,2.75,2.025,0.573,0.23,0.159,0.313
2007,8,27,0.902,0.847,0.607,0.244,0.15,-0.199,0.004,0.461,2.726,2.674,2.877,2.034,1.539,0.408,0.518,0.423,0.36
2007,8,28,0.994,0.945,0.505,0.123,0.04,-0.265,-0.367,-0.283,0.702,1.615,3.054,3.046,2.607,1.327,1.137,0.682,0.621
2007,8,29,0.714,0.85,0.555,0.323,0.323,0.228,0.181,0.211,0.332,0.925,2.16,1.993,2.151,1.075,1.174,0.501,0.387
2007,8,30,0.223,0.567,0.446,0.502,0.659,0.481,0.468,0.615,0.899,1.269,2.208,1.624,1.845,0.548,0.678,0.403,0.351
2007,8,31,0.184,0.539,0.57,0.626,0.697,0.717,0.556,0.746,1.343,1.34,0.88,0.217,0.407,-0.158,-0.193,-0.03,0.148
2007,9,1,-0.093,0.24,0.44,0.755,0.89,1.058,0.929,0.935,1.374,1.122,0.216,0.212,0.401,0.078,-0.056,0.077,0.207
2007,9,2,0.114,0.162,0.238,0.755,0.917,1.585,1.341,0.866,1.217,0.543,-0.158,-0.214,0.517,0.073,-0.242,-0.281,-0.114
2007,9,3,0.293,0.353,0.521,1.389,1.813,2.491,1.623,0.775,1.239,0.351,-0.549,-0.43,0.104,-0.033,-0.083,-0.123,-0.091
2007,9,4,0.378,0.403,0.691,1.907,2.37,2.854,2.26,1.756,3.258,2.389,1.424,1.417,0.912,0.423,0.164,-0.05,0.042
2007,9,5,0.289,0.351,0.434,0.907,0.884,1.169,2.323,2.078,5.574,5.781,5.808,5.369,3.241,1.773,1.302,0.57,0.531
2007,9,6,0.317,0.282,0.251,-0.107,-0.073,-0.608,0.654,-0.339,2.37,4.012,5.814,5.765,3.998,1.949,1.68,0.873,0.888
2007,9,7,0.46,0.448,0.29,0.023,-0.054,-0.429,0.196,-1.047,-0.563,0.575,2.956,3.119,2.581,0.981,1.534,0.792,0.934
2007,9,8,0.908,0.876,0.389,0.257,0.049,0.053,0.296,-0.835,-0.794,-0.316,1.486,2.064,2.439,0.858,1.282,0.687,0.586
2007,9,9,0.971,1.082,0.403,0.19,-0.019,0.049,0.28,-0.41,-0.207,-0.395,0.309,0.235,1.727,0.601,0.667,0.345,0.227
2007,9,10,1.126,1.143,0.599,0.419,0.013,-0.027,0.257,-0.212,-0.041,-0.415,-0.402,-1.026,-0.247,-0.322,-0.654,-0.281,-0.221
2007,9,11,1.465,1.699,1.16,1.376,1.011,0.967,0.788,0.578,0.901,0.271,0.279,-0.31,0.062,0.066,-0.086,0.15,0.186
2007,9,12,1.35,1.733,1.58,1.902,1.213,1.323,0.828,0.373,0.516,0.056,0.194,0.125,0.473,0.612,0.528,0.413,0.404
2007,9,13,1.189,1.82,1.69,1.986,1.06,1.048,0.593,-0.202,-0.281,-0.583,-0.606,-0.513,-0.15,0.103,0.079,0.219,0.302
2007,9,14,1.096,1.61,1.539,1.911,0.796,0.853,0.706,0.171,0.315,0.341,-0.412,-0.113,0.005,-0.023,0.095,-0.128,0
2007,9,15,0.612,1.172,1.292,1.563,1.182,1.15,1.158,0.684,0.985,0.893,0.27,0.671,0.493,0.191,0.239,-0.034,0.112
2007,9,16,0.698,1.164,1.462,1.439,1.291,1.522,1.84,1.82,1.828,1.59,0.379,0.389,0.134,-0.065,-0.022,-0.235,0.101
2007,9,17,0.437,0.753,1.093,1.372,1.43,1.976,2.465,3.464,3.886,3.339,1.349,0.98,0.281,-0.168,-0.074,-0.064,0.165
2007,9,18,0.057,0.399,0.655,1.122,1.266,2.008,2.875,4.125,4.525,4.035,2.283,2.695,1.519,0.929,0.953,0.613,0.527
2007,9,19,-0.018,0.476,0.789,0.728,0.9,0.68,1.9,2.607,3.59,3.227,1.774,2.106,1.4,0.93,1.074,0.619,0.587
2007,9,20,-0.338,0.154,0.179,-0.291,-0.36,-1.12,-0.004,-0.155,1.191,2.832,3.232,3.632,2.112,0.986,0.855,0.172,0.308
2007,9,21,-0.898,-0.332,-0.478,-0.761,-0.683,-0.721,-0.257,-0.144,-0.112,1.035,2.894,2.214,1.491,0.431,0.678,0.162,0.034
2007,9,22,-0.336,-0.066,0.018,-0.022,0.345,0.083,-0.151,0.078,-0.306,0.593,2.441,1.114,1.118,0.351,0.398,0.423,0.227
2007,9,23,0.454,0.391,0.274,-0.148,0.037,-0.083,-0.082,0.468,1.179,1.885,1.84,0.437,0.916,0.292,-0.028,0.175,-0.086
2007,9,24,1.015,0.786,0.464,0.109,0.383,0.07,0.382,1.026,1.95,2.588,2.782,1.895,2.119,0.904,0.408,0.205,0.152
2007,9,25,0.495,0.453,0.352,0.121,0.531,0.317,0.449,0.62,0.835,1.131,1.495,1.275,1.561,0.759,0.721,0.344,0.357
2007,9,26,-0.087,0.065,0.244,0.002,0.25,0.113,0.247,0.231,0.506,-0.02,0.297,0.37,1.247,0.483,0.454,0.44,0.24
2007,9,27,-0.19,0.135,0.317,0.258,0.631,0.781,0.877,1.37,1.668,0.911,0.692,0.286,0.783,0.326,0.241,0.478,0.2
2007,9,28,0.041,0.188,0.563,0.744,0.98,1.255,1.354,2.086,2.87,2.126,1.809,1.032,0.883,0.584,0.308,0.262,0.236
2007,9,29,0.602,0.638,0.922,1.291,1.991,2.432,2.591,3.194,3.029,1.566,1.046,0.4,0.099,0.043,-0.506,-0.718,-0.626
2007,9,30,0.315,0.031,0.23,0.359,1.045,0.964,0.463,0.074,0.216,-0.001,-0.239,-0.458,-1.102,-1.173,-1.556,-1.862,-1.494
2007,10,1,0.159,-0.025,0.179,0.511,1.19,0.923,0.497,-0.069,0.211,0.435,0.383,0.214,0.045,-0.031,0.216,0.089,-0.034
2007,10,2,0.33,0.151,0.344,0.525,1.246,0.98,1.322,0.946,0.359,0.126,-0.442,-0.437,-0.505,-0.394,-0.156,0.003,0.06
2007,10,3,0.358,0.395,0.322,1.004,2.096,2.041,2.285,1.699,1.446,1.324,0.708,0.627,0.304,0.052,0.518,0.561,0.413
2007,10,4,0.886,0.503,0.662,1.637,2.279,2.107,2.187,1.119,1.283,0.785,-0.119,-0.488,-0.385,-0.462,-0.117,0.139,0.138
2007,10,5,2.271,1.996,2.411,2.131,1.73,2.01,1.992,1.473,1.598,1.355,0.66,0.479,0.308,-0.038,0.322,0.387,0.319
2007,10,6,1.503,0.959,1.08,0.642,0.623,0.695,1.049,0.707,0.882,0.764,0.866,1.065,0.787,0.414,0.467,0.508,0.062
2007,10,7,0.585,-0.055,0.001,-0.307,-0.127,-0.447,-0.187,-0.775,-0.875,-0.466,-0.03,0.251,0.434,0.268,0.382,0.211,0.02
2007,10,8,0.228,-0.101,0.085,-0.315,-0.127,-0.372,0.491,-0.106,0.093,0.648,1.19,0.936,0.633,0.108,0.121,0.086,-0.094
2007,10,9,0.549,0.065,0.158,-0.14,-0.788,-0.667,-0.647,-1.202,-2.026,-1.778,-1.752,-2.355,-2.193,-1.939,-1.72,-1.377,-1.274
2007,10,10,1.71,0.858,0.605,0.601,0.022,0.206,0.117,0.081,-0.408,-0.338,-0.087,-0.106,-0.387,-0.592,-0.843,-0.834,-1.245
2007,10,11,2.139,1.048,1.19,1.22,1.061,0.901,0.744,0.583,0.249,-0.074,0.211,0.205,-0.514,-0.311,-0.201,-0.003,-0.277
2007,10,12,1.35,0.607,0.795,0.239,-0.053,-0.616,0.349,0.084,-0.158,-0.947,-0.482,-0.35,-0.234,-0.019,0.137,0.298,0.214
2007,10,13,0.862,0.167,0.455,0.25,0.141,-0.13,0.482,-0.049,0.047,0.114,0.615,1.182,0.961,0.63,0.775,0.735,0.419
2007,10,14,0.847,0.425,0.644,0.669,0.608,0.299,0.342,0.065,0.274,-0.009,0.627,0.78,0.657,0.45,0.586,0.486,0.367
2007,10,15,1.123,0.616,0.936,1.03,0.698,0.315,0.354,0.009,0.099,-0.276,-0.128,-0.004,-0.563,-0.401,-0.393,-0.243,-0.144
2007,10,16,1.547,1.5,2.238,1.892,0.931,0.204,0.023,-0.583,-0.528,-0.893,-1.085,-0.429,-1.038,-0.694,-0.79,-0.577,-0.907
2007,10,17,1.32,1.125,1.468,1.313,0.462,0.123,0.212,-0.019,0.278,-0.285,-0.202,-0.132,-1.162,-0.685,-0.693,-0.342,-0.872
2007,10,18,0.124,0.607,1.019,1.154,0.921,0.65,0.552,0.302,0.486,-0.276,-1.026,-1.259,-2.489,-1.675,-1.631,-1.292,-1.629
2007,10,19,-0.197,0.427,0.747,1.329,1.171,0.675,0.459,0.003,-0.048,-0.631,-1.165,-0.852,-1.231,-1.043,-1.062,-0.737,-1.28
2007,10,20,0.355,0.774,1.674,2.628,2.754,2.821,1.95,1.065,1.381,1.037,0.661,0.961,0.458,-0.55,-0.493,-0.441,-0.515
2007,10,21,0.313,0.307,0.579,0.818,1.215,1.546,1.837,0.737,0.926,0.477,-0.407,-0.467,-0.27,-0.761,-0.71,-0.861,-1.107
2007,10,22,-0.329,-0.252,0.026,-0.462,-1.125,-1.248,-0.116,-0.869,-0.191,0.292,-0.27,0.096,0.078,-0.384,-0.397,-0.312,-0.851
2007,10,23,-0.092,-0.481,-0.174,-0.304,-0.462,-0.548,0.724,0.619,0.962,1.233,1.396,1.501,1.246,0.556,0.94,0.89,0.606
2007,10,24,-0.096,0.167,-0.182,0.011,0.082,0.107,1.363,1.57,2.999,3.306,3.285,3.036,2.071,1.113,0.952,0.628,0.547
2007,10,25,0.082,0.163,-0.124,0.548,1.174,1.857,3.013,4.01,6.716,8.403,9.488,9.18,5.988,3.043,2.524,1.209,0.945
2007,10,26,0.195,0.152,0.152,0.609,0.666,0.645,1.174,0.844,1.58,3.462,5.495,5.012,4.526,1.762,2.265,0.647,0.711
2007,10,27,0.281,0.115,0.037,-0.176,-0.653,-1.218,-0.827,-1.468,-2.164,-2.424,-2.075,-2.596,-0.096,-1.246,-0.143,-0.617,0.219
2007,10,28,0.845,0.693,0.556,-0.032,-0.416,-1.138,-0.285,-0.635,0.144,-0.091,0.862,0.474,1.372,0.52,0.389,-0.137,-0.414
2007,10,29,0.81,0.663,0.596,0.692,1.096,0.882,1.223,1.011,1.625,1.135,1.764,1.67,1.706,0.761,0.912,0.578,0.395
2007,10,30,1.176,0.847,0.877,1.287,1.693,1.53,1.438,1.171,1.921,1.808,2.331,2.838,2.394,1.065,1.549,0.597,0.524
2007,10,31,0.994,0.801,0.725,1,1.357,1.104,1.096,0.935,2.122,2.176,2.007,2.467,1.931,0.541,0.712,0.162,0.033
2007,11,1,1.294,0.589,0.664,0.82,1.175,1.684,2.032,1.557,3.499,3.463,3.442,3.889,2.309,1.062,1.367,0.851,0.624
2007,11,2,1.104,0.465,0.537,0.319,0.501,0.883,2.093,1.048,3.166,3.402,3.278,3.37,2.127,0.996,1.348,0.678,0.448
2007,11,3,0.29,-0.185,0.132,-0.225,-0.488,-0.492,0.748,-0.402,0.323,0.575,0.758,1.123,0.651,-0.356,-0.113,-0.53,-0.383
2007,11,4,0.425,-0.219,0.021,-0.244,-0.544,-0.474,0.383,-0.541,-0.38,-0.396,-0.264,0.49,0.017,-0.899,-0.512,-0.895,-0.773
2007,11,5,0.507,0.328,0.17,-0.059,-0.592,-0.27,0.078,0.013,0.077,0.228,-0.018,0.046,0.807,-0.071,0.238,-0.103,-0.224
2007,11,6,0.839,0.792,0.365,0.181,-0.536,-0.108,0.013,-0.236,-0.11,-0.15,-0.642,-0.639,0.063,-0.117,0.523,0.464,0.416
2007,11,7,0.549,0.597,0.357,0.198,-0.573,-0.374,-0.17,-0.116,0.256,0.631,0.622,0.77,1.193,0.841,1.238,1.008,0.727
2007,11,8,0.662,0.417,0.292,0.214,-0.707,-0.462,-0.222,-0.148,0.04,-0.174,-0.284,-0.771,-0.791,-0.746,-0.382,-0.486,-0.301
2007,11,9,0.824,0.851,0.29,0.355,0.158,-0.081,0.082,0,0.043,-0.425,-1.039,-1.355,-1.808,-1.229,-1.546,-1.282,-1.215
2007,11,10,0.789,0.747,0.566,0.516,0.525,-0.171,-0.175,-0.226,0.014,0.563,0.38,0.425,0.408,0.599,0.093,0.221,-0.333
2007,11,11,-0.121,0.4,0.62,0.352,0.431,-0.036,-0.066,0.069,0.577,0.529,-0.049,-0.391,-0.485,-0.329,-0.738,-0.472,-0.753
2007,11,12,-0.157,0.231,0.253,0.318,0.783,0.521,0.218,0.305,0.699,0.471,-0.963,-1.283,-2.171,-1.458,-2.119,-1.483,-2.179
2007,11,13,-0.294,0.091,0.194,0.026,-0.44,-0.408,-0.88,-0.961,-0.514,0.083,-0.22,0.52,0.779,0.877,0.812,1.059,0.405
2007,11,14,-0.537,-0.097,0.286,-0.07,-0.248,0.331,0.624,0.69,1.656,2.092,1.667,0.993,0.407,0.571,0.135,0.076,-0.312
2007,11,15,-0.637,-0.177,0.228,0.067,0.077,0.551,0.76,0.753,1.141,1.234,0.513,-0.048,-0.947,-0.667,-1.244,-1.194,-1.365
2007,11,16,-0.261,-0.214,0.182,0.564,0.721,0.896,0.274,0.063,-0.03,-0.005,-0.933,-1.391,-1.27,-0.394,-0.507,-0.053,-0.423
2007,11,17,0.457,0.289,0.243,0.629,1.154,1.245,0.904,0.533,0.613,0.419,-0.44,-0.03,0.596,0.051,-0.169,-0.083,-0.373
2007,11,18,0.017,0.042,0.125,0.078,0.642,0.511,0.634,0.049,0.101,0.615,0.513,0.767,1.064,0.567,0.726,0.482,0.05
2007,11,19,0.163,0.051,0.007,0.532,1.034,0.857,0.667,0.142,0.519,1.192,0.813,0.888,0.962,0.507,0.759,0.512,0.543
2007,11,20,0.661,0.388,0.149,0.984,1.434,1.83,2.041,2.24,2.818,2.601,1.292,1.053,0.371,-0.249,0.314,-0.038,0.121
2007,11,21,0.471,0.487,-0.085,0.15,0.559,0.428,1.285,0.279,1.155,1.182,1.106,1.4,1.429,-0.144,-0.166,-0.205,-0.071
2007,11,22,0.12,0.293,0.033,0.039,0.093,0.009,0.595,-0.356,-0.503,-0.213,-0.393,-0.208,0.301,-0.102,-0.056,-0.1,-0.119
2007,11,23,0.442,0.736,0.338,0.051,0.369,0.292,0.711,0.387,0.291,0.669,1.002,0.67,1.077,0.541,0.745,0.412,-0.107
2007,11,24,1.01,0.765,0.309,-0.123,-0.059,-0.029,0.368,0.175,0.394,0.741,0.972,0.667,0.886,0.289,0.724,0.639,0.608
2007,11,25,-0.162,-0.216,-0.078,-0.544,-1.09,-0.448,-0.435,-0.414,0.192,0.198,0.784,0.823,1.213,0.229,0.357,0.405,0.51
2007,11,26,-0.173,-0.155,-0.085,-0.395,-0.919,-0.132,0.217,0.229,0.608,0.433,0.343,-0.295,-0.298,-0.375,-0.094,0.059,0.11
2007,11,27,0.229,0.025,0.081,-0.089,-0.221,0.83,1.378,1.651,2.382,2.029,1.477,0.749,0.397,-0.128,-0.019,0.044,0.185
2007,11,28,0.107,-0.202,-0.109,-0.034,-0.336,1.112,1.828,1.688,3.022,2.648,2.004,1.213,0.424,-0.152,-0.063,0.07,-0.044
2007,11,29,0.078,-0.364,-0.219,-0.131,0.032,0.967,2.072,2.322,2.233,1.86,0.747,0.491,-0.227,-0.332,0.415,0.002,0.074
2007,11,30,0.053,-0.232,0.162,0.426,1.397,2.312,3.168,3.088,2.882,2.08,0.973,1.108,0.486,-0.024,0.423,0.128,0.045
2007,12,1,0.536,0.294,1.249,1.175,0.746,0.354,0.71,0.295,0.379,0.795,0.215,0.568,-0.146,-0.278,0.299,0.066,0.219
2007,12,2,0.295,-0.099,-0.179,-0.644,-1.634,-1.808,-1.524,-2.19,-3.239,-3.702,-5.079,-5.685,-6.089,-3.535,-4.411,-2.674,-1.465
2007,12,3,0.709,0.578,0.25,-0.583,-1.594,-1.569,-2.319,-3.199,-4.891,-6.805,-8.613,-9.186,-9.008,-3.988,-8.311,-4.982,-5.17
2007,12,4,0.946,0.644,0.482,0.166,-0.152,-0.275,0.062,0.205,0.795,1.614,1.568,1.507,1.115,1.858,-0.338,0.512,-1.668
