year,month,day,31N,32N,33N,34N,35N,36N,37N,38N,39N,40N,41N,42N,43N,44N,45N,46N,47N
1990,6,16,0.842,0.651,0.627,0.621,0.499,0.104,0.075,0.469,1.063,1.627,1.33,1.476,1.366,0.549,0.686,0.454,0.477
1990,6,17,0.572,0.452,0.416,0.455,0.613,0.669,0.372,0.558,0.774,1.09,0.596,1.126,0.981,0.366,0.435,0.35,0.336
1990,6,18,0.706,0.462,0.437,0.655,0.618,0.237,-0.248,-0.062,0.399,0.813,0.683,1.22,1.151,0.298,0.597,0.274,0.172
1990,6,19,0.914,0.588,0.619,0.666,1.097,0.735,0.397,0.961,1.702,2.518,2.807,3.284,2.464,1.077,0.774,0.184,-0.053
1990,6,20,0.077,0.087,0.241,0.359,0.569,0.368,0.199,0.494,1.485,2.533,3.11,3.399,3.198,1.505,1.671,0.723,0.564
1990,6,21,0.006,0.297,0.105,0.426,0.535,0.366,0.26,0.208,0.353,0.808,1.313,1.442,2.366,1.305,1.963,1.236,1.194
1990,6,22,0.412,0.755,0.539,0.292,0.343,0.194,0.076,0.109,0.126,-0.055,0.272,0.235,0.953,0.357,0.845,0.301,0.536
1990,6,23,0.337,0.624,0.464,0.265,0.651,0.484,-0.098,0.422,0.808,0.857,0.591,0.418,0.485,0.002,0.07,-0.029,-0.15
1990,6,24,0.397,0.47,0.557,0.774,1.303,0.991,0.292,0.662,1.397,0.872,0.223,0.079,0.122,-0.174,0.001,-0.071,-0.019
1990,6,25,0.398,0.552,0.813,1.21,1.703,1.438,0.414,0.207,1.102,0.971,0.535,0.524,0.458,0.225,0.518,0.345,0.165
1990,6,26,0.731,0.73,0.952,1.611,1.685,1.573,0.631,0.445,1.303,0.909,0.458,0.68,0.61,0.498,0.743,0.455,0.344
1990,6,27,0.592,0.453,0.645,1.196,1.353,1.733,0.856,-0.061,0.366,0.466,0.086,0.371,0.223,0.01,0.025,-0.23,-0.208
1990,6,28,0.726,0.496,0.648,1.575,2.106,2.177,1.221,0.472,0.888,0.503,-0.127,-0.068,-0.13,-0.168,-0.203,-0.458,-0.447
1990,6,29,-0.111,-0.083,0.079,0.708,1.097,1.032,0.918,0.134,0.942,0.711,0.106,0.123,0.091,-0.066,0.072,-0.057,-0.154
1990,6,30,-0.05,0.041,0.013,0.338,0.403,0.117,0.817,-0.042,0.539,0.708,0.288,0.447,0.37,0.032,0.166,0.011,-0.233
1990,7,1,0.317,0.435,0.123,0.194,0.692,0.56,0.969,0.564,1.33,1.315,1.082,0.719,0.668,0.14,0.246,0.031,-0.051
1990,7,2,0.33,0.457,0.392,0.828,0.99,0.964,0.791,0.525,1.761,1.484,0.981,0.719,0.549,0.116,0.149,-0.024,-0.066
1990,7,3,0.457,0.509,0.489,0.421,0.366,0.298,0.342,0.066,0.594,0.475,0.344,0.379,0.368,0.076,0.273,0.05,-0.199
1990,7,4,0.462,0.513,0.33,0.332,0.274,-0.153,-0.229,-0.58,-0.552,-0.493,-0.689,-0.61,-0.491,-0.285,0.016,0.028,0.006
1990,7,5,0.737,0.659,0.795,0.863,0.91,0.034,0.075,-0.229,-0.519,-0.404,-0.677,-0.393,-0.236,-0.428,-0.28,-0.177,-0.071
1990,7,6,0.766,1.008,1.169,1.301,1.564,1.161,0.481,0.371,0.509,0.418,0.311,0.308,0.21,-0.067,-0.055,-0.053,-0.143
1990,7,7,-0.097,0.115,0.33,0.719,1.048,1.009,0.416,0.61,1.839,1.463,0.903,0.797,0.536,0.272,0.551,0.394,0.164
1990,7,8,-0.289,0.004,0.077,0.044,0.37,-0.015,0.055,0.354,1.36,1.423,1.539,1.881,1.695,1.23,1.739,1.354,1.136
1990,7,9,-0.178,-0.065,0.129,0.047,0.47,0.168,0.224,0.353,1.223,1.909,2.298,2.324,1.834,1.051,1.2,0.794,0.609
1990,7,10,0.206,0.307,0.414,0.509,0.819,0.632,0.455,0.335,0.764,0.903,1.171,1.162,1.186,0.841,1.052,0.747,0.634
1990,7,11,0.208,0.239,0.41,0.578,0.782,0.647,0.328,0.093,0.139,0.066,0.435,0.683,0.981,0.752,0.851,0.528,0.307
1990,7,12,0.008,0.033,0.075,0.475,0.568,0.527,0.46,0.347,0.88,0.382,0.608,0.689,0.697,0.403,0.431,0.256,0.18
1990,7,13,-0.014,-0.041,-0.183,0.076,0.276,0.285,0.567,0.624,1.442,0.954,0.768,1.109,0.571,0.489,0.539,0.327,0.326
1990,7,14,0.094,0.077,-0.149,0.092,0.169,0.023,0.227,0.691,1.797,1.806,1.568,1.659,1.025,0.588,0.616,0.341,0.237
1990,7,15,0.17,0.113,-0.165,-0.068,-0.216,-0.271,-0.155,0.094,0.717,1.438,2.236,2.993,2.907,2.01,1.847,1.177,0.982
1990,7,16,0.15,0.179,-0.093,-0.002,-0.026,-0.069,-0.052,0.151,0.513,1.18,2.28,3.214,3.051,1.932,1.836,1.079,1.165
1990,7,17,0.368,0.237,0.106,0.149,0.06,-0.34,-0.161,-0.305,-0.345,-0.161,0.188,1.079,1.424,0.918,1.007,0.487,0.403
1990,7,18,0.436,0.374,0.243,0.56,0.564,0.484,0.218,-0.001,0.17,0.096,0.194,0.668,1.166,1.006,1.241,0.791,0.654
1990,7,19,0.505,0.514,0.518,1.335,1.513,1.349,0.7,0.387,0.609,0.175,0.059,0.488,0.542,0.183,0.371,0.228,0.248
1990,7,20,-0.017,0.146,0.159,0.948,1.247,1.016,0.506,0.266,0.605,0.456,0.247,0.385,0.005,-0.246,-0.215,-0.165,-0.146
1990,7,21,-0.085,0.075,-0.012,0.098,0.479,0.44,0.576,0.808,1.362,1.343,1.001,0.973,1.131,0.536,0.635,0.438,0.472
1990,7,22,0.053,0.144,0.125,0.154,0.418,0.357,0.369,0.705,1.529,1.645,1.228,0.954,0.958,0.42,0.583,0.348,0.312
1990,7,23,0.225,0.199,0.343,0.59,1.016,0.994,0.728,1.467,2.074,1.331,0.584,0.317,0.464,0.17,0.385,0.195,0.191
1990,7,24,0.367,0.3,0.517,1.015,1.329,1.258,0.379,1.029,2.169,1.753,1.126,1.064,1.128,0.517,0.569,0.323,0.288
1990,7,25,0.092,0.152,0.243,0.299,0.637,0.471,0.045,0.398,0.732,1.067,0.179,0.46,0.897,0.287,0.401,0.16,0.067
1990,7,26,0.161,0.219,0.19,0.546,0.853,0.41,-0.166,-0.063,0.003,0.83,0.771,1.267,1.584,0.679,0.634,0.291,0.194
1990,7,27,0.103,0.137,0.103,0.203,0.294,0.119,-0.066,0.007,0.02,0.552,0.605,1.202,1.427,0.672,1.063,0.738,0.715
1990,7,28,0.285,0.239,-0.007,0.176,-0.035,-0.06,-0.146,-0.118,0.073,0.764,0.671,0.503,0.562,-0.112,-0.043,-0.043,0.001
1990,7,29,0.424,0.46,0.498,0.297,0.033,-0.03,-0.14,0.01,0.648,1.317,1.553,1.329,1.226,0.746,0.794,0.628,0.57
1990,7,30,0.599,0.593,0.715,0.719,0.396,0.24,0,0.258,1.017,1.57,1.609,1.389,0.952,0.469,0.721,0.595,0.619
1990,7,31,0.53,0.617,0.756,0.941,0.818,0.736,0.349,0.779,2.074,2.66,2.667,2.331,1.568,0.645,0.516,0.381,0.305
1990,8,1,0.404,0.399,0.447,0.633,0.661,0.499,0.074,0.211,1.288,2.052,2.791,2.423,1.596,0.68,0.476,0.126,0.092
1990,8,2,0.053,0.07,0.164,-0.032,0.074,-0.156,-0.385,-0.139,0.059,0.741,1.192,1.243,0.827,0.503,0.58,0.438,0.245
1990,8,3,-0.068,-0.012,0.072,-0.112,-0.222,-0.221,-0.399,-0.19,-0.057,0.39,0.857,1.116,0.925,0.585,0.792,0.612,0.418
1990,8,4,0.248,0.282,0.291,0.309,0.117,0.174,0.084,0.306,0.332,0.238,0.347,0.406,0.103,0.028,0.234,0.279,0.17
1990,8,5,0.263,0.285,0.248,0.522,0.939,1.312,1.021,1.184,1.273,0.926,0.803,0.8,0.543,0.384,0.4,0.275,0.074
1990,8,6,0.097,0.173,0.042,0.13,0.348,0.436,0.508,1.243,2.089,2.011,1.598,1.124,0.36,-0.084,-0.038,0.069,-0.033
1990,8,7,0.028,0.249,0.089,0.457,0.27,0.207,0.076,0.21,0.58,0.826,0.512,0.835,0.562,0.234,0.517,0.491,0.269
1990,8,8,0.242,0.359,0.348,0.613,0.588,0.317,-0.052,-0.037,0.338,0.945,1.272,1.424,1.424,0.946,1.268,1.065,0.889
1990,8,9,0.274,0.448,0.486,0.427,0.481,0.296,0.11,0.42,1.218,1.825,2.014,2.125,1.864,1.223,1.24,0.851,0.728
1990,8,10,0.194,0.398,0.388,0.308,-0.071,-0.106,-0.145,0.264,0.83,0.869,0.665,1.197,0.961,0.455,0.433,0.274,0.07
1990,8,11,-0.055,0.25,0.309,0.333,0.075,0.057,-0.023,0.183,0.579,0.148,-0.03,0.304,0.186,0.096,0.115,0.071,-0.011
1990,8,12,-0.056,0.166,0.272,0.547,0.776,1.054,0.824,0.897,1.381,0.593,0.355,0.295,-0.012,-0.086,0.033,-0.041,-0.157
1990,8,13,-0.031,0,0.098,0.504,1.274,1.898,1.201,1.353,1.999,1.007,0.533,0.467,0.317,0.154,0.311,0.326,0.189
1990,8,14,0.008,0.041,0.2,0.489,0.753,0.771,0.389,0.301,1.48,0.614,0.24,0.304,0.319,0.152,0.282,0.29,0.248
1990,8,15,0.2,0.228,0.299,0.465,0.685,0.591,0.316,0.107,0.215,-0.13,0.025,0.218,0.2,-0.13,-0.208,-0.296,-0.337
1990,8,16,0.266,0.286,0.464,0.672,1.283,1.351,0.812,0.341,0.195,-0.375,-0.41,-0.504,-0.38,-0.381,-0.282,-0.25,-0.341
1990,8,17,0.199,0.278,0.296,0.642,1.419,1.506,0.821,0.216,0.161,-0.022,-0.213,-0.353,-0.297,-0.455,-0.551,-0.374,-0.407
1990,8,18,0.103,0.161,0.3,0.759,0.879,0.788,0.147,-0.014,-0.097,0.13,0.284,0.19,0.194,0.103,0.2,0.229,0.198
1990,8,19,0.301,0.324,0.39,0.878,1.007,0.805,0.581,0.613,0.715,0.388,0.549,0.495,0.354,0.228,0.471,0.393,0.299
1990,8,20,0.474,0.428,0.486,0.591,0.647,0.429,0.258,0.109,0.458,0.428,0.582,0.8,0.603,0.255,0.387,0.319,0.136
1990,8,21,0.465,0.426,0.494,0.699,0.737,0.543,0.485,0.374,0.701,0.721,0.727,0.578,0.458,0.204,0.253,0.241,0.226
1990,8,22,0.322,0.367,0.45,0.45,0.919,0.704,0.782,0.613,0.919,1.143,0.681,0.79,0.398,0.122,0.236,0.26,0.292
1990,8,23,0.393,0.419,0.458,0.589,0.699,0.352,0.553,0.968,2.236,2.405,1.884,1.827,1.202,0.509,0.489,0.383,0.333
1990,8,24,0.198,0.264,0.323,0.485,0.773,0.602,0.552,0.916,1.896,1.792,1.134,1.085,0.68,0.344,0.398,0.4,0.388
1990,8,25,0.42,0.439,0.446,0.459,0.631,0.465,0.326,0.062,0.193,0.194,0.071,0.084,-0.009,-0.04,0.127,0.176,0.143
1990,8,26,0.389,0.433,0.23,0.021,-0.251,-0.562,-0.573,-1.128,-1.975,-2.239,-1.539,-0.974,-0.37,-0.083,0.018,0.095,0.03
1990,8,27,0.66,0.656,0.55,0.602,0.227,-0.298,-0.815,-1.155,-1.497,-1.6,-0.799,-0.588,-0.379,-0.04,0.037,0.032,-0.035
1990,8,28,0.615,0.648,0.752,0.597,0.292,-0.064,-0.381,-0.346,-0.042,-0.23,0.016,0.044,-0.087,0.048,0.145,0.16,-0.018
1990,8,29,0.441,0.446,0.521,0.569,0.336,0.337,0.045,0.175,0.507,0.242,0.155,0.021,0.031,0.002,0.13,0.168,0.106
1990,8,30,0.148,0.308,0.46,1.088,1.435,1.443,0.428,0.222,0.219,0.119,0.075,0.092,-0.127,-0.27,-0.513,-0.535,-0.453
1990,8,31,0.364,0.565,0.697,1.308,1.9,1.783,0.857,0.927,1.305,0.787,0.677,0.582,0.443,0.243,0.181,0.16,-0.11
1990,9,1,0.41,0.341,0.353,1.113,2.163,2.143,1.11,1.067,1.864,0.895,0.444,0.495,0.385,0.278,0.282,0.339,0.179
1990,9,2,0.062,0.162,0.188,0.11,0.332,0.183,0.337,0.365,1.244,0.936,0.6,0.577,0.326,0.042,0.02,0.12,0.028
1990,9,3,0.332,0.345,0.373,0.372,0.647,0.398,0.386,-0.165,0.654,0.478,0.412,0.764,0.864,0.575,0.793,0.722,0.42
1990,9,4,0.159,0.332,0.302,0.436,-0.004,-0.235,-0.043,-0.408,0.083,0.156,0.127,0.372,0.343,0.231,0.399,0.423,0.326
1990,9,5,0.175,0.293,0.284,0.366,0.137,-0.089,-0.011,-0.385,-0.047,0.118,0.012,0.131,0.117,0.125,0.183,0.329,0.246
1990,9,6,0.271,0.411,0.458,0.723,0.884,0.755,0.529,0.245,0.37,0.213,-0.108,0.058,-0.009,-0.015,0.142,0.248,0.161
1990,9,7,0.181,0.381,0.483,1.144,1.691,1.585,0.919,0.315,0.537,0.064,-0.091,0.172,0.169,0.047,0.151,0.203,-0.002
1990,9,8,0.292,0.374,0.554,1.388,2.3,2.242,1.251,1.114,1.471,0.893,0.513,0.524,0.448,0.203,0.184,0.194,0.143
1990,9,9,-0.055,0.13,0.231,0.692,1.372,1.244,0.864,0.585,1.303,1.172,0.811,0.744,0.721,0.442,0.497,0.308,0.18
1990,9,10,0.297,0.4,0.517,0.185,0.162,-0.107,0.235,-0.258,0.334,0.277,-0.09,0.039,0.07,0.009,0.172,0.258,0.201
1990,9,11,0.088,0.353,0.528,0.837,1.216,1.224,0.689,0.478,0.826,0.526,0.295,0.261,-0.017,-0.068,-0.07,-0.077,-0.019
1990,9,12,0.009,0.081,0.124,0.188,0.782,1.103,1.03,0.988,1.663,1.127,0.744,0.53,0.365,0.307,0.391,0.308,0.228
1990,9,13,-0.145,-0.18,0.173,0.564,1.131,1.104,0.863,0.468,1.162,1.186,1.192,1.336,1.257,0.966,0.997,0.75,0.64
1990,9,14,-0.18,-0.223,0.129,0.477,0.665,0.378,0.383,-0.047,0.236,0.101,0.068,0.351,0.211,0.225,0.437,0.426,0.431
1990,9,15,-0.133,-0.194,0.156,0.798,1.106,0.702,0.25,-0.032,0.294,-0.021,-0.1,-0.283,-0.474,-0.386,-0.415,-0.297,-0.116
1990,9,16,0.087,-0.112,0.174,0.628,1.009,1.063,0.674,0.959,1.524,0.952,0.358,0.141,-0.038,-0.018,-0.001,0.04,0.044
1990,9,17,0.2,-0.015,-0.029,0.224,0.267,0.507,0.247,0.834,1.871,1.422,1.192,0.975,0.771,0.467,0.524,0.41,0.381
1990,9,18,0.618,0.449,0.481,0.311,0.358,0.471,0.488,1.143,2.104,1.245,0.711,0.627,0.375,0.258,0.32,0.264,0.357
1990,9,19,0.441,0.667,0.323,0.186,0.327,0.413,0.828,1.116,2.431,2.24,1.529,1.439,0.913,0.436,0.296,0.239,0.201
1990,9,20,0.076,0.277,0.175,-0.041,-0.016,-0.261,0.203,0.006,0.73,1.011,0.654,0.73,0.716,0.344,0.167,0.097,-0.069
1990,9,21,-0.232,0.092,-0.062,-0.251,-0.344,-0.642,-0.255,-0.311,-0.085,0.189,-0.016,-0.083,0.236,0.241,0.417,0.41,0.197
1990,9,22,0.007,0.176,0.026,-0.113,0.014,-0.137,-0.054,-0.181,-0.137,-0.408,-0.425,-0.125,-0.101,0.007,0.107,0.131,0.038
1990,9,23,0.367,0.497,0.144,0.12,0.165,0.186,0.357,0.126,0.676,0.354,0.093,0.274,0.131,0.096,0.064,0.077,0.077
1990,9,24,0.668,0.672,0.321,0.455,0.462,0.503,0.539,0.433,1.039,0.705,0.316,0.232,0.153,0.151,0.245,0.251,0.199
1990,9,25,0.414,0.733,0.423,0.193,0.067,-0.039,0.125,0.081,0.561,0.201,-0.058,0.012,-0.059,-0.039,0.125,0.182,0.213
1990,9,26,0.503,0.815,0.869,0.663,0.514,0.438,0.387,0.32,0.951,0.906,0.638,0.608,0.319,0.02,0.057,0.109,0.061
1990,9,27,0.492,0.364,0.802,0.886,1.31,1.117,0.821,0.968,1.645,1.373,0.736,1.036,1.097,0.684,0.718,0.463,0.34
1990,9,28,0.161,0.03,0.446,0.652,0.806,0.91,0.991,1.387,2.327,2.135,1.908,2.068,1.936,1.173,1.192,0.68,0.505
1990,9,29,0.01,-0.072,0.331,0.233,-0.085,-0.025,0.324,0.73,1.597,1.715,1.628,1.84,1.946,1.305,1.408,0.9,0.869
1990,9,30,-0.22,-0.261,0.054,0.081,-0.125,-0.247,-0.311,-0.412,-0.368,0.026,0.14,0.425,1.061,0.746,0.849,0.396,0.404
1990,10,1,0.154,-0.105,0.252,0.572,0.528,0.532,0.088,0.561,1.276,1.231,0.7,0.508,0.305,0.198,0.084,-0.023,0.121
1990,10,2,0.325,0.076,0.23,1.116,1.788,2.259,2.062,3.23,4.981,3.762,2.327,2.008,0.939,0.395,0.34,0.263,0.14
1990,10,3,0.161,0.005,-0.029,0.407,0.664,1.015,1.436,2.348,3.228,1.733,0.027,0.127,-0.405,-0.284,-0.324,-0.205,-0.141
1990,10,4,0.063,0.072,-0.053,-0.007,0.023,-0.011,0.117,0.269,0.583,0.337,-0.287,-0.174,-0.357,-0.269,-0.168,-0.225,-0.132
1990,10,5,0.526,0.376,0.152,0.038,0.024,-0.56,0.106,0.153,0.999,1.342,1.677,1.873,1.342,0.672,0.628,0.565,0.663
1990,10,6,0.72,0.505,0.223,0.46,1.026,0.749,1.683,2.88,5.369,5.172,5.009,3.887,2.555,1.251,1.03,0.697,0.69
1990,10,7,0.102,0.17,0.038,0.211,0.619,0.452,1,1.541,2.778,3.151,3.27,2.968,2.234,0.996,0.865,0.38,0.278
1990,10,8,0.147,0.159,-0.025,-0.126,0.144,-0.083,0.143,0.103,0.091,0.369,0.813,1.192,1.382,0.517,0.629,0.28,0.186
1990,10,9,0.121,0.196,0.09,-0.042,0.203,-0.01,0.08,0.06,-0.647,-0.125,0.054,0.373,0.622,0.18,0.065,-0.04,-0.051
1990,10,10,0.042,0.165,0.147,0.345,0.672,0.664,0.543,0.575,0.718,0.98,1.187,1.311,1.392,0.893,0.948,0.743,0.735
1990,10,11,0.223,0.219,0.242,0.678,0.938,0.987,0.842,0.908,1.3,1.466,1.197,1.244,1.044,0.521,0.453,0.154,-0.191
1990,10,12,0.322,0.252,0.099,0.269,0.707,0.827,1.039,1.379,1.975,1.571,0.617,0.897,0.346,0.167,-0.035,-0.002,0.063
1990,10,13,0.235,0.319,0.252,0.804,1.659,2.279,1.811,2.284,3.181,2.269,0.821,0.996,0.335,0.134,0.083,0.195,0.086
1990,10,14,0.224,0.357,0.208,0.776,1.451,1.586,1.627,1.821,2.819,2.224,0.882,1.02,0.245,0.033,-0.237,-0.34,-0.247
1990,10,15,0.059,0.168,0.201,0.677,1.671,1.68,1.096,0.482,0.877,0.529,-0.318,0.283,-0.153,-0.103,0.017,0.298,0.226
1990,10,16,-0.03,0.142,0.103,0.562,1.224,1.035,1.114,0.924,1.907,1.469,0.958,1.546,0.89,0.52,0.623,0.604,0.55
1990,10,17,-0.215,0.014,-0.068,-0.296,0.107,-0.42,0.411,-0.094,0.563,0.75,0.029,0.606,0.107,0.043,-0.286,-0.732,-0.903
1990,10,18,-0.126,0.127,0.163,-0.139,0.131,-0.613,-0.082,-0.694,-0.774,-0.272,-0.864,-0.046,0.162,0.115,0.311,0.495,0.318
1990,10,19,0.773,0.595,0.713,1.282,1.639,1.444,1.354,1.108,1.528,1.339,0.489,0.574,0.398,0.196,0.404,0.322,0.198
1990,10,20,0.569,0.374,0.432,0.764,1.042,0.889,0.882,0.802,1.314,1.493,0.517,0.701,0.465,0.203,0.22,0.069,-0.293
1990,10,21,0.462,0.192,0.08,0.094,-0.324,-0.519,0.022,-0.451,-0.384,0.308,-0.316,0.067,-0.052,-0.265,-0.267,-0.237,-0.204
1990,10,22,0.223,0.098,0.176,0.092,0.188,-0.167,-0.02,-0.389,-0.49,0.243,-0.025,0.607,0.547,0.249,0.449,0.204,0.189
1990,10,23,0.243,0.089,0.054,0.443,1.048,0.596,0.317,0.23,0.654,1.154,0.623,0.986,0.797,0.433,0.481,0.166,0.008
1990,10,24,0.152,0.013,-0.036,-0.049,0.386,0.367,0.736,0.857,1.217,1.24,0.519,0.734,0.34,-0.003,-0.218,-0.534,-0.657
1990,10,25,0.375,0.261,0.135,0.275,0.821,0.463,0.887,0.448,0.347,0.302,-0.976,-0.682,-1.43,-1.436,-1.289,-1.176,-1.462
1990,10,26,0.357,0.269,0.246,0.192,0.905,0.569,0.651,0.314,0.23,0.342,-0.167,0.317,0.102,-0.063,0.248,0.235,-0.251
1990,10,27,0.32,0.238,0.153,0.205,0.505,-0.057,0.126,-0.309,-0.197,-0.075,-0.753,-0.572,-0.919,-0.888,-0.856,-0.822,-0.767
1990,10,28,0.347,0.268,0.188,0.321,0.614,0.205,0.132,-0.159,-0.334,0.194,-0.303,-0.153,-0.205,-0.341,-0.251,-0.021,-0.427
1990,10,29,0.14,0.292,0.246,0.682,1.025,0.975,0.069,0.097,0.331,-0.118,-0.551,-0.757,-1.546,-1.535,-1.227,-1.069,-1.245
1990,10,30,0.265,0.196,0.267,0.259,0.144,-0.252,-0.439,-0.742,-0.931,-1.371,-1.545,-0.828,-0.092,-0.181,0.147,0.686,-0.134
1990,10,31,0.478,0.352,0.413,0.082,-0.109,-0.241,-0.057,0.157,0.682,0.842,0.494,0.65,0.928,0.317,0.483,0.597,0.394
1990,11,1,0.673,0.465,1.195,2.478,2.329,2.027,1.872,2.178,2.752,2.34,1.851,1.675,1.439,0.511,0.696,0.527,0.547
1990,11,2,1.751,1.286,1.668,1.626,1.74,2.092,1.496,1.4,2.258,2.255,1.42,1.367,0.797,0.235,0.022,-0.055,-0.21
1990,11,3,0.702,0.448,0.701,0.3,0.4,0.248,0.495,0.876,1.702,1.323,0.113,0.378,0.235,-0.221,-0.433,-0.086,-0.36
1990,11,4,0.304,0.166,0.405,0.458,0.693,0.663,0.911,0.912,0.998,0.486,-0.399,0.129,0.097,0.09,0.246,0.454,0.305
1990,11,5,0.443,0.402,0.721,1.479,2.648,3.112,2.401,2.828,3.795,2.523,1.258,1.287,0.799,0.412,0.661,0.624,0.429
1990,11,6,0.196,0.352,0.713,1.033,1.955,1.809,2.023,1.11,2.044,1.395,1.111,0.973,0.621,0.159,0.143,-0.062,-0.108
1990,11,7,0.447,0.792,0.648,-0.348,-0.588,-1.386,-0.207,-0.676,0.064,0.119,-0.32,0.124,0.052,-0.141,-0.308,-0.396,-0.704
1990,11,8,0.176,0.274,0.423,0.084,-0.02,-0.691,0.269,0.245,0.933,0.638,0.367,0.862,0.661,0.177,0.123,0.088,0.118
1990,11,9,-0.127,-0.005,0.249,0.095,0.247,-0.195,0.273,0.464,1.154,0.743,-0.105,0.228,-0.083,-0.487,-0.958,-1.289,-1.138
1990,11,10,-0.132,-0.013,0.402,0.201,0.495,0.399,0.217,0.197,0.436,1.1,0.358,0.071,0.461,-0.369,-0.467,-0.561,-1.074
1990,11,11,-0.172,-0.193,0.132,-0.28,-0.482,-0.703,-0.646,-0.273,-0.077,0.498,0.002,0.019,0.294,0.037,0.188,-0.1,-0.628
1990,11,12,-0.101,0.01,0.114,0.023,-0.099,-0.026,-0.339,0.011,0.107,0.151,-0.501,-0.658,-1.283,-1.508,-1.265,-1.178,-1.101
1990,11,13,0.111,0.113,0.218,0.28,0.349,0.526,0.128,0.422,0.712,0.729,-0.138,-0.258,-0.168,-0.452,-0.484,0.156,-0.15
1990,11,14,0.146,0.26,0.31,0.464,0.912,1.089,0.862,1.568,2.186,2.551,0.956,0.509,0.354,-0.123,-0.032,-0.173,-0.168
1990,11,15,0.263,0.181,0.139,0.417,0.727,0.791,0.819,1.05,1.522,1.853,0.802,0.833,0.506,0.108,0.359,-0.02,-0.316
1990,11,16,0.186,0.295,0.096,0.018,0.035,-0.105,-0.2,0.056,0.363,1.056,0.673,0.916,0.603,0.137,0.451,0.19,0.005
1990,11,17,0.559,0.529,0.455,0.446,0.629,0.541,0.129,0.09,0.149,0.663,0.513,0.634,0.552,0.179,0.442,0.25,0.358
1990,11,18,0.386,0.494,0.568,0.492,0.344,0.092,-0.006,-0.329,0.097,0.448,0.42,1.055,1.598,0.988,1.004,0.396,0.238
1990,11,19,-0.008,0.032,0.055,-0.022,-0.306,-0.326,0.198,0.4,1.338,1.296,0.778,0.784,0.661,0.187,0.368,0.259,0.223
1990,11,20,0.255,0.397,1.225,2.468,2.718,2.567,1.86,1.483,1.894,1.519,0.731,0.696,0.681,0.396,0.607,0.347,0.888
1990,11,21,0.569,0.592,0.857,0.544,0.402,-0.252,0.029,-0.071,0.929,0.711,0.304,0.429,0.116,-0.285,-0.241,-0.451,-0.357
1990,11,22,0.144,0.349,0.447,0.203,0.232,-0.112,0.06,0.048,0.536,0.598,0.151,0.236,-0.189,-0.545,-0.646,-0.678,-0.717
1990,11,23,-0.271,0.038,0.089,0.217,0.091,0.063,0.379,0.43,0.438,0.283,0.093,-0.004,-0.833,-1.419,-1.995,-2.2,-2.444
1990,11,24,-0.234,-0.04,0.006,0.159,0.241,0.495,0.574,0.588,0.809,0.309,-0.13,-0.399,-1.196,-1.623,-1.757,0.089,-0.186
1990,11,25,0.132,0.34,0.21,0.272,0.286,0.19,0.193,0.733,1.534,1.309,0.823,0.842,0.815,0.491,0.982,1.155,0.894
1990,11,26,1.27,1.826,2.87,4.123,3.922,3.793,2.911,2.729,3.281,2.301,1.268,1.041,0.905,0.479,0.7,0.482,0.463
1990,11,27,0.269,0.207,0.299,0.722,1.196,1.157,0.899,0.686,1.059,0.773,0.383,0.745,0.55,0.301,0.686,0.369,0.779
1990,11,28,-0.235,-0.017,-0.095,-0.034,-0.042,-0.38,-0.262,-0.398,0.422,0.689,0.181,0.494,0.151,-0.01,0.026,-0.328,-0.704
1990,11,29,-0.254,0.081,0.114,-0.316,-0.126,-0.773,-0.216,-0.051,-0.156,-0.077,-0.242,-0.144,-0.627,-0.46,-0.259,-0.338,-0.359
1990,11,30,0.021,0.167,0.352,0.534,1.029,0.907,1.071,1.687,2.908,2.555,1.876,1.427,0.773,0.401,0.573,0.286,0.411
1990,12,1,-0.02,0.305,0.321,1.256,1.941,1.972,1.947,2.302,3.182,2.146,1.267,1.003,0.099,-0.053,0.044,0.29,1.018
1990,12,2,0.065,0.277,0.165,0.677,0.815,0.966,0.851,0.898,1.502,0.878,0.521,0.622,0.09,0.017,0.228,-0.189,-0.287
1990,12,3,0.087,0.134,0.036,0.016,-0.077,-0.339,-0.241,-0.332,-0.069,-0.126,-0.178,0.046,-0.725,-0.962,-1.403,-1.523,-2.545
1990,12,4,0.13,0.073,0.165,-0.016,-0.469,-0.805,-0.939,-0.836,-0.266,-0.68,-0.863,-0.873,-1.547,-1.196,-1.51,-0.921,-1.04
1990,12,5,0.487,0.07,0.14,0.547,0.553,0.674,-0.089,0.316,0.957,0.988,0.863,0.688,0.449,0.139,0.487,0.207,0.049
1990,12,6,0.296,0.303,0.147,-0.022,-0.127,-0.019,-0.359,0.253,0.694,0.555,0.543,0.987,0.727,0.307,0.843,0.424,0.029
1990,12,7,0.241,0.083,0.071,-0.222,-0.61,-0.508,-1.002,-0.328,-0.199,-0.1,-0.246,0.39,0.155,-0.056,0.18,-0.041,-0.029
1990,12,8,0.167,-0.089,0.107,-0.089,-0.375,-0.279,-0.242,0.009,-0.003,-0.068,-0.403,-0.04,-0.566,-0.494,-0.131,-0.224,-0.8
1990,12,9,0.15,0.036,0.047,0.067,-0.262,-0.097,-0.103,0.056,-0.311,-0.369,-0.841,-0.63,-0.712,-0.634,-0.079,0.084,-0.01
